antecedent,consequent,support,confidence,lift,segment
Organic Cucumber,Organic Strawberries,0.00652,0.19878048780487803,1.913743023056494,Loyal
Organic Cucumber,Organic Baby Spinach,0.00636,0.19390243902439022,1.8017323826834253,Loyal
Organic Cucumber,Organic Hass Avocado,0.00652,0.19878048780487803,2.319762957228125,Loyal
Yellow Onions,Banana,0.01086,0.280910501810657,1.3289989204270096,Loyal
Strawberries,Banana,0.01914,0.2789680804547442,1.3198092466042683,Loyal
Organic Blackberries,Organic Strawberries,0.00522,0.18636201356658336,1.7941851696022273,Loyal
Broccoli Crown,Banana,0.00606,0.29793510324483774,1.4095429968530906,Loyal
Raspberries,Strawberries,0.00526,0.19700374531835205,2.8713561480593506,Loyal
Organic Lemon,Bag of Organic Bananas,0.00837,0.22781709308655418,1.506427911701079,Loyal
Organic Lemon,Organic Hass Avocado,0.00836,0.22754491017964068,2.6554429942775197,Loyal
Organic Lemon,Organic Baby Spinach,0.00614,0.16712030484485574,1.5528740461332071,Loyal
Organic Lemon,Organic Strawberries,0.00584,0.15895481763745234,1.5303246138197009,Loyal
Organic Avocado,Banana,0.02379,0.282508015675098,1.3365568229885887,Loyal
Organic Avocado,Organic Baby Spinach,0.01454,0.17266357914736968,1.6043818913526269,Loyal
Red Vine Tomato,Banana,0.00744,0.2838611217092713,1.3429584222419042,Loyal
Jalapeno Peppers,Limes,0.00524,0.25598436736687835,3.979237795225841,Loyal
Organic Gala Apples,Bag of Organic Bananas,0.00655,0.24726311815779542,1.635013675578889,Loyal
Apple Honeycrisp Organic,Organic Hass Avocado,0.00517,0.16496490108487558,1.925135967847772,Loyal
Apple Honeycrisp Organic,Bag of Organic Bananas,0.00811,0.25877472878111035,1.7111335633214992,Loyal
Apple Honeycrisp Organic,Organic Strawberries,0.00519,0.16560306317804724,1.5943300585159068,Loyal
Organic Tomato Cluster,Organic Hass Avocado,0.0053,0.1872129989403038,2.184770672660798,Loyal
Organic Tomato Cluster,Bag of Organic Bananas,0.00614,0.21688449311197458,1.434136699808071,Loyal
Organic Blueberries,Organic Strawberries,0.01009,0.22838388411045724,2.1987473198272576,Loyal
Organic Blueberries,Bag of Organic Bananas,0.00884,0.20009053870529656,1.3230876063300705,Loyal
Organic Grape Tomatoes,Organic Strawberries,0.00578,0.15554359526372447,1.4974833471043079,Loyal
Organic Grape Tomatoes,Organic Hass Avocado,0.0056,0.15069967707212056,1.7586611865109179,Loyal
Organic Grape Tomatoes,Organic Baby Spinach,0.0067,0.18030139935414424,1.675352159023827,Loyal
Organic Grape Tomatoes,Organic Avocado,0.00569,0.1531216361679225,1.8183307940615425,Loyal
Organic Yellow Onion,Bag of Organic Bananas,0.01007,0.2093119933485762,1.3840639644817576,Loyal
Organic Yellow Onion,Organic Baby Spinach,0.00824,0.17127416337559762,1.5914715050696675,Loyal
Organic Yellow Onion,Organic Hass Avocado,0.00843,0.17522344626896694,2.04485291479714,Loyal
Organic Red Onion,Organic Hass Avocado,0.00537,0.17063870352716873,1.991349090059152,Loyal
Organic Red Onion,Limes,0.00514,0.16333015570384493,2.5389422618349906,Loyal
Organic Red Onion,Organic Baby Spinach,0.00594,0.18875119161105816,1.7538672329590985,Loyal
Organic Red Bell Pepper,Bag of Organic Bananas,0.00525,0.22179974651457543,1.4666385407298514,Loyal
Carrots,Organic Baby Spinach,0.00523,0.17102681491170701,1.589173154726882,Loyal
Organic Small Bunch Celery,Organic Baby Spinach,0.0057,0.20035149384885764,1.861656698093827,Loyal
Organic Small Bunch Celery,Bag of Organic Bananas,0.00573,0.20140597539543056,1.3317858585957187,Loyal
Organic Granny Smith Apple,Bag of Organic Bananas,0.00528,0.22946544980443287,1.5173275792133365,Loyal
Organic D'Anjou Pears,Bag of Organic Bananas,0.0053,0.2955939765755716,1.9545988003410144,Loyal
Michigan Organic Kale,Organic Baby Spinach,0.00634,0.20210392094357665,1.8779401685892647,Loyal
Boneless Skinless Chicken Breasts,Banana,0.00717,0.28217237308146403,1.3349688843329897,Loyal
Organic Strawberries,Bag of Organic Bananas,0.01313,0.17328758083674276,1.4480452982095993,Lost
Organic Raspberries,Organic Strawberries,0.00586,0.179040635502597,2.362948865020417,Lost
Organic Raspberries,Bag of Organic Bananas,0.00671,0.20501069355331497,1.7131335635774627,Lost
Limes,Organic Avocado,0.00826,0.1541044776119403,1.9810319785568877,Lost
Large Lemon,Limes,0.01052,0.15486530251729722,2.889278032039127,Lost
Limes,Large Lemon,0.01052,0.1962686567164179,2.889278032039127,Lost
Seedless Red Grapes,Banana,0.0075,0.2626970227670753,1.3777575012696035,Lost
Organic Fuji Apple,Banana,0.01119,0.317717206132879,1.6663198517484608,Lost
Organic Zucchini,Organic Baby Spinach,0.00566,0.1648223645894001,1.8319702633033246,Lost
Organic Avocado,Banana,0.01967,0.252860264815529,1.326167015343415,Lost
Red Peppers,Banana,0.00616,0.25795644891122277,1.3528947863388197,Lost
Organic Hass Avocado,Bag of Organic Bananas,0.01096,0.19180959047952395,1.6028210117784236,Lost
Organic Garlic,Organic Baby Spinach,0.00597,0.17023096663815226,1.892085880161746,Lost
Organic Yellow Onion,Organic Garlic,0.00599,0.16119483315392896,4.596373913713401,Lost
Organic Garlic,Organic Yellow Onion,0.00599,0.17080125463358997,4.596373913713401,Lost
Blueberries,Banana,0.00692,0.268009295120062,1.4056185824726595,Lost
Organic Blueberries,Organic Strawberries,0.00735,0.18439538384345208,2.433619953061265,Lost
Organic Blueberries,Bag of Organic Bananas,0.00705,0.17686904164576017,1.4779731064240007,Lost
Honeycrisp Apple,Banana,0.00943,0.34067919075144504,1.7867477356240888,Lost
100% Whole Wheat Bread,Banana,0.00695,0.26969344198680634,1.4144513661656597,Lost
Bunched Cilantro,Limes,0.00599,0.24290348742903484,4.531781481884978,Lost
Cucumber Kirby,Banana,0.01287,0.29051918735891646,1.5236753939209968,Lost
Cucumber Kirby,Organic Avocado,0.00701,0.1582392776523702,2.0341853406912227,Lost
Organic Cilantro,Limes,0.00581,0.24117891241178913,4.499606574846812,Lost
Organic Blueberries,Organic Strawberries,0.006842800153324152,0.17098261794962752,2.4894263385187707,Promising
Organic Blueberries,Bag of Organic Bananas,0.00699896364230043,0.17488471089038668,1.344836697642789,Promising
Organic Hass Avocado,Bag of Organic Bananas,0.012862192819318843,0.23112244897959183,1.7772963082612958,Promising
Organic Strawberries,Bag of Organic Bananas,0.013160323116455373,0.19160810252170318,1.4734370233107261,Promising
Organic Cilantro,Limes,0.005437328752537656,0.2045940170940171,4.50496966867317,Promising
Limes,Large Lemon,0.007396470705149136,0.1628633948108784,2.816581062382387,Promising
Organic Fuji Apple,Banana,0.010136430102642003,0.30962705984388555,1.7347932284714804,Promising
Honeycrisp Apple,Banana,0.007183520492908758,0.2918108419838524,1.6349716750318626,Promising
Apple Honeycrisp Organic,Bag of Organic Bananas,0.0051817884978492025,0.24172185430463575,1.8588041152144366,Promising
Organic Whole Milk,Bag of Organic Bananas,0.006402703048027371,0.17154811715481172,1.319178801775959,Promising
Organic Raspberries,Bag of Organic Bananas,0.008205681511662573,0.20657612580414583,1.588538834663562,Promising
Organic Raspberries,Organic Strawberries,0.006132966112522892,0.15439599714081487,2.2479329563046417,Promising
Organic Lemon,Bag of Organic Bananas,0.0052385752211133035,0.20672268907563024,1.5896658838207771,Promising
"Clementines, Bag",Banana,0.005125001774585102,0.3028523489932886,1.6968355560561768,Promising
Organic Baby Carrots,Organic Baby Spinach,0.016609496298970933,0.25,1.3090141796083727,High_Check
Organic Baby Carrots,Organic Hass Avocado,0.011606014494622547,0.17468944099378883,1.3116254251843869,High_Check
"Organic Baby Carrots, Organic Strawberries",Bag of Organic Bananas,0.005132437520955304,0.32892561983471075,1.5973738799913877,High_Check
"Bag of Organic Bananas, Organic Baby Carrots",Organic Strawberries,0.005132437520955304,0.31942215088282505,1.760476909193998,High_Check
Strawberries,Banana,0.04815206458102288,0.34529313852413535,1.355340236889684,High_Check
Banana,Strawberries,0.04815206458102288,0.189005871633934,1.3553402368896843,High_Check
"Organic Baby Spinach, Strawberries",Banana,0.008046836716271632,0.3557582668187001,1.3964178254061004,High_Check
"Organic Avocado, Strawberries",Banana,0.008227374719521317,0.42761394101876676,1.678464804122357,High_Check
"Organic Avocado, Strawberries",Organic Baby Spinach,0.005880380677275423,0.30563002680965146,1.6002961552316834,High_Check
"Organic Baby Spinach, Strawberries",Organic Avocado,0.005880380677275423,0.25997719498289623,1.7030065519634796,High_Check
Organic Strawberries,Bag of Organic Bananas,0.048900007737342994,0.2695095948827292,1.3088295994975023,High_Check
Bag of Organic Bananas,Organic Strawberries,0.048900007737342994,0.2374749498997996,1.3088295994975023,High_Check
"Organic Baby Spinach, Organic Strawberries",Bag of Organic Bananas,0.011451267634694246,0.30662983425414364,1.4890980164749388,High_Check
"Bag of Organic Bananas, Organic Baby Spinach",Organic Strawberries,0.011451267634694246,0.2605633802816901,1.4360801625674444,High_Check
Organic Cilantro,Organic Avocado,0.012018672787764681,0.2109551833408782,1.3818829740962784,High_Check
Organic Cilantro,Organic Garlic,0.01170917906790808,0.20552286102308737,2.1142843965105245,High_Check
Organic Cilantro,Limes,0.017821680035075955,0.3128112267994568,2.6916621608289697,High_Check
Limes,Organic Cilantro,0.017821680035075955,0.15335108743897027,2.6916621608289697,High_Check
Organic Cilantro,Organic Baby Spinach,0.015345730276223145,0.2693526482571299,1.4103457435345979,High_Check
Organic Cilantro,Organic Hass Avocado,0.011451267634694246,0.20099592575826164,1.5091431118174048,High_Check
Organic Cilantro,Organic Yellow Onion,0.009929590178732623,0.17428700769578992,1.9440823214582459,High_Check
Organic Cilantro,Organic Red Onion,0.008665824155984835,0.15210502489814395,2.618813557005211,High_Check
"Organic Baby Spinach, Organic Cilantro",Limes,0.005158228664276687,0.3361344537815126,2.8923526800866814,High_Check
"Limes, Organic Cilantro",Organic Baby Spinach,0.005158228664276687,0.2894356005788712,1.5155012209648309,High_Check
"Limes, Organic Baby Spinach",Organic Cilantro,0.005158228664276687,0.18744142455482662,3.2900255112106347,High_Check
Organic Ginger Root,Organic Cilantro,0.006834652980166611,0.1724137931034483,3.026256224535989,High_Check
Organic Ginger Root,Limes,0.008897944445877286,0.22446324007807417,1.9314498907117552,High_Check
Organic Ginger Root,Organic Baby Spinach,0.011296520774765945,0.2849707221860768,1.492122864459251,High_Check
Organic Ginger Root,Organic Hass Avocado,0.008072627859593015,0.2036434612882238,1.5290216739985092,High_Check
Organic Ginger Root,Organic Garlic,0.010909653624945195,0.27521145087833443,2.831194901805694,High_Check
Organic Ginger Root,Organic Yellow Onion,0.007169937843344595,0.18087182823682496,2.0175326226197967,High_Check
Organic Ginger Root,Large Lemon,0.007092564413380445,0.1789199739752765,1.3305071252288831,High_Check
Organic Ginger Root,Organic Small Bunch Celery,0.006576741546952776,0.16590761223162,2.696033465656581,High_Check
Garlic,Large Lemon,0.009130064735769737,0.23726541554959787,1.7643828072697658,High_Check
Garlic,Yellow Onions,0.007040982126737678,0.1829758713136729,2.8618489142577808,High_Check
Garlic,Limes,0.008356330436128233,0.2171581769436997,1.8685916543803969,High_Check
Blueberries,Banana,0.013798261676940139,0.3624661246612466,1.4227474237184161,High_Check
Blueberries,Strawberries,0.011451267634694246,0.3008130081300813,2.157096867806111,High_Check
Jalapeno Peppers,Organic Cilantro,0.00502927294766977,0.16049382716049382,2.817033571975476,High_Check
Jalapeno Peppers,Limes,0.010677533335052744,0.34074074074074073,2.9319886242212028,High_Check
Jalapeno Peppers,Organic Avocado,0.0069893998400949115,0.22304526748971193,1.461080276462004,High_Check
Jalapeno Peppers,Large Lemon,0.0071183555567018286,0.22716049382716047,1.6892393224320088,High_Check
Jalapeno Peppers,Organic Garlic,0.0060093363938823405,0.19176954732510285,1.972799325666281,High_Check
Organic Carrot Bunch,Large Lemon,0.005338766667526372,0.1803135888501742,1.3408704987510174,High_Check
Organic Carrot Bunch,Organic Small Bunch Celery,0.00502927294766977,0.16986062717770034,2.760270786907366,High_Check
Organic Carrot Bunch,Bag of Organic Bananas,0.00884636215923452,0.29878048780487804,1.45097893958649,High_Check
Organic Carrot Bunch,Organic Garlic,0.005416140097490522,0.18292682926829268,1.8818312420322398,High_Check
Organic Carrot Bunch,Organic Hass Avocado,0.005441931240811905,0.1837979094076655,1.380014783397253,High_Check
Organic Carrot Bunch,Limes,0.005106646377633921,0.17247386759581881,1.484094378227404,High_Check
Organic Carrot Bunch,Organic Yellow Onion,0.005467722384133289,0.18466898954703834,2.0598880125740267,High_Check
Organic Avocado,Large Lemon,0.030794625125731823,0.20172326406487584,1.5000798077459592,High_Check
Large Lemon,Organic Avocado,0.030794625125731823,0.22899884925201383,1.5000798077459594,High_Check
"Bag of Organic Bananas, Large Lemon",Organic Baby Spinach,0.006293038970417559,0.25738396624472576,1.3476770456727551,High_Check
"Large Lemon, Organic Avocado",Banana,0.010574368761767209,0.34338358458961477,1.34784488006612,High_Check
"Banana, Organic Avocado",Large Lemon,0.010574368761767209,0.20603015075376885,1.5321072181004756,High_Check
"Banana, Large Lemon",Organic Avocado,0.010574368761767209,0.26298909557408595,1.722736307263733,High_Check
"Large Lemon, Strawberries",Banana,0.007402058133237047,0.38888888888888895,1.5264617218960206,High_Check
"Banana, Large Lemon",Strawberries,0.007402058133237047,0.18409236690186018,1.320106036967972,High_Check
"Banana, Organic Baby Spinach",Large Lemon,0.010084337038660924,0.1978744939271255,1.4714591010810198,High_Check
"Banana, Large Lemon",Organic Baby Spinach,0.010084337038660924,0.2508017960230917,1.3132124290618954,High_Check
"Organic Avocado, Organic Baby Spinach",Large Lemon,0.009516931885590487,0.23745173745173742,1.7657683575405094,High_Check
"Large Lemon, Organic Baby Spinach",Organic Avocado,0.009516931885590487,0.30982367758186397,2.0295309090862665,High_Check
"Large Lemon, Organic Avocado",Organic Baby Spinach,0.009516931885590487,0.3090452261306532,1.618178332581204,High_Check
"Large Lemon, Organic Strawberries",Banana,0.007298893559951513,0.35642317380352645,1.3990277098485657,High_Check
"Large Lemon, Organic Strawberries",Organic Baby Spinach,0.005184019807598071,0.2531486146095718,1.3255005042885788,High_Check
Organic Yellow Onion,Organic Hass Avocado,0.018337502901503624,0.20454545454545453,1.5357941342159,High_Check
Organic Yellow Onion,Limes,0.015655223996079746,0.1746260069044879,1.5026129972720172,High_Check
Organic Yellow Onion,Organic Baby Spinach,0.022489876976246357,0.2508630609896433,1.3135332159016122,High_Check
Organic Yellow Onion,Organic Garlic,0.023005699842674025,0.25661680092059835,2.639905338841698,High_Check
Organic Garlic,Organic Yellow Onion,0.023005699842674025,0.2366675510745556,2.6399053388416984,High_Check
"Organic Hass Avocado, Organic Yellow Onion",Bag of Organic Bananas,0.006705697263559693,0.3656821378340365,1.7758759431662197,High_Check
"Bag of Organic Bananas, Organic Hass Avocado",Organic Yellow Onion,0.006705697263559693,0.15384615384615385,1.71607506417633,High_Check
"Bag of Organic Bananas, Organic Yellow Onion",Organic Hass Avocado,0.006705697263559693,0.29017857142857145,2.1787555673896204,High_Check
"Organic Hass Avocado, Organic Yellow Onion",Organic Garlic,0.005312975524204988,0.28973277074542897,2.9805807164002434,High_Check
"Organic Garlic, Organic Hass Avocado",Organic Yellow Onion,0.005312975524204988,0.2947067238912732,3.287302590746932,High_Check
"Organic Garlic, Organic Yellow Onion",Organic Hass Avocado,0.005312975524204988,0.23094170403587444,1.7339858037534779,High_Check
"Organic Hass Avocado, Organic Yellow Onion",Organic Baby Spinach,0.005080855234312537,0.2770745428973277,1.450778021844441,High_Check
"Organic Baby Spinach, Organic Hass Avocado",Organic Yellow Onion,0.005080855234312537,0.17341549295774647,1.9343610208431254,High_Check
"Organic Baby Spinach, Organic Yellow Onion",Organic Hass Avocado,0.005080855234312537,0.22591743119266053,1.6962619209204157,High_Check
"Limes, Organic Yellow Onion",Organic Garlic,0.005209810950919454,0.33278418451400327,3.423465424823945,High_Check
"Organic Garlic, Organic Yellow Onion",Limes,0.005209810950919454,0.226457399103139,1.9486091290337346,High_Check
"Limes, Organic Garlic",Organic Yellow Onion,0.005209810950919454,0.25997425997425994,2.899879741651893,High_Check
"Organic Baby Spinach, Organic Yellow Onion",Bag of Organic Bananas,0.00660253269027416,0.29357798165137616,1.425713812946995,High_Check
"Bag of Organic Bananas, Organic Baby Spinach",Organic Yellow Onion,0.00660253269027416,0.15023474178403756,1.675791611965618,High_Check
"Bag of Organic Bananas, Organic Yellow Onion",Organic Baby Spinach,0.00660253269027416,0.28571428571428575,1.4960162052667119,High_Check
"Organic Baby Spinach, Organic Yellow Onion",Organic Garlic,0.006396203543703093,0.28440366972477066,2.925758420333917,High_Check
"Organic Baby Spinach, Organic Garlic",Organic Yellow Onion,0.006396203543703093,0.2512664640324215,2.802748737033682,High_Check
"Organic Garlic, Organic Yellow Onion",Organic Baby Spinach,0.006396203543703093,0.27802690582959644,1.4557646481743338,High_Check
"Organic Hass Avocado, Organic Yellow Onion",Organic Strawberries,0.005106646377633921,0.2784810126582279,1.5348321682725614,High_Check
"Organic Hass Avocado, Organic Strawberries",Organic Yellow Onion,0.005106646377633921,0.1550509005481598,1.7295133967070768,High_Check
"Organic Strawberries, Organic Yellow Onion",Organic Hass Avocado,0.005106646377633921,0.2824536376604851,2.120754239544924,High_Check
"Organic Strawberries, Organic Yellow Onion",Bag of Organic Bananas,0.006164083253810642,0.340941512125535,1.6557271104262734,High_Check
"Bag of Organic Bananas, Organic Yellow Onion",Organic Strawberries,0.006164083253810642,0.26674107142857145,1.4701281538734898,High_Check
"Organic Garlic, Organic Yellow Onion",Bag of Organic Bananas,0.006293038970417559,0.273542600896861,1.3284152385488466,High_Check
"Bag of Organic Bananas, Organic Yellow Onion",Organic Garlic,0.006293038970417559,0.2723214285714286,2.801464247811091,High_Check
"Bag of Organic Bananas, Organic Garlic",Organic Yellow Onion,0.006293038970417559,0.2904761904761905,3.2401131568853088,High_Check
Fresh Cauliflower,Organic Yellow Onion,0.008949526732520053,0.15212626041209995,1.6968905336473967,High_Check
Fresh Cauliflower,Organic Zucchini,0.009491140742269104,0.16133274879438841,1.8949877821886767,High_Check
Fresh Cauliflower,Organic Garlic,0.009387976168983571,0.1595791319596668,1.6416454453362062,High_Check
Fresh Cauliflower,Organic Hass Avocado,0.010187501611946457,0.1731696624287593,1.3002144309353765,High_Check
Fresh Cauliflower,Limes,0.009181647022412504,0.15607189829022358,1.342959545585184,High_Check
Organic Unsweetened Almond Milk,Bag of Organic Bananas,0.009929590178732623,0.29034690799396684,1.4100226282126849,High_Check
Organic Unsweetened Almond Milk,Organic Baby Spinach,0.009749052175482938,0.2850678733031674,1.4926315532185968,High_Check
Organic Unsweetened Almond Milk,Organic Hass Avocado,0.006396203543703093,0.18702865761689294,1.4042722970139019,High_Check
Organic Hass Avocado,Bag of Organic Bananas,0.043587032213138005,0.32726568551510454,1.5893126784164766,High_Check
Bag of Organic Bananas,Organic Hass Avocado,0.043587032213138005,0.21167334669338675,1.5893126784164764,High_Check
Organic Hass Avocado,Organic Strawberries,0.032935290021406646,0.24728892331525945,1.362918752480818,High_Check
Organic Strawberries,Organic Hass Avocado,0.032935290021406646,0.18152096659559344,1.362918752480818,High_Check
"Banana, Organic Hass Avocado",Organic Strawberries,0.006886235266809378,0.27024291497975705,1.4894283642516162,High_Check
"Organic Baby Spinach, Organic Hass Avocado",Bag of Organic Bananas,0.01103860934155211,0.3767605633802817,1.829676518530018,High_Check
"Bag of Organic Bananas, Organic Hass Avocado",Organic Baby Spinach,0.01103860934155211,0.2532544378698225,1.3260546008813812,High_Check
"Bag of Organic Bananas, Organic Baby Spinach",Organic Hass Avocado,0.01103860934155211,0.2511737089201878,1.8858943098300622,High_Check
"Organic Baby Spinach, Organic Hass Avocado",Organic Strawberries,0.007659969566450881,0.261443661971831,1.4409317847382805,High_Check
"Organic Baby Spinach, Organic Strawberries",Organic Hass Avocado,0.007659969566450881,0.20511049723756905,1.5400366594485408,High_Check
"Organic Hass Avocado, Organic Strawberries",Bag of Organic Bananas,0.012921362804013101,0.3923257635082224,1.9052663863357098,High_Check
"Bag of Organic Bananas, Organic Hass Avocado",Organic Strawberries,0.012921362804013101,0.2964497041420118,1.6338655833259736,High_Check
"Bag of Organic Bananas, Organic Strawberries",Organic Hass Avocado,0.012921362804013101,0.26424050632911394,1.984004096029964,High_Check
Large Lemon,Limes,0.032935290021406646,0.24491752972765632,2.107453923686289,High_Check
Limes,Large Lemon,0.032935290021406646,0.2833999112294718,2.107453923686289,High_Check
Organic Avocado,Limes,0.028628169086735614,0.1875316776482514,1.6136630575800381,High_Check
Limes,Organic Avocado,0.028628169086735614,0.24633821571238348,1.6136630575800381,High_Check
"Banana, Large Lemon",Limes,0.010471204188481676,0.2604233483001925,2.240877604004297,High_Check
"Banana, Limes",Large Lemon,0.010471204188481676,0.3147286821705427,2.3404248549670985,High_Check
"Bag of Organic Bananas, Large Lemon",Limes,0.005674051530704356,0.2320675105485232,1.9968827311357944,High_Check
"Bag of Organic Bananas, Limes",Large Lemon,0.005674051530704356,0.26378896882494,1.9616205769561565,High_Check
"Bag of Organic Bananas, Limes",Organic Strawberries,0.005828798390632657,0.2709832134292566,1.4935084768006488,High_Check
"Bag of Organic Bananas, Limes",Organic Baby Spinach,0.005828798390632657,0.2709832134292566,1.4188834752589554,High_Check
"Limes, Organic Hass Avocado",Bag of Organic Bananas,0.005493513527454672,0.27483870967741936,1.334709580451225,High_Check
"Bag of Organic Bananas, Limes",Organic Hass Avocado,0.005493513527454672,0.25539568345323743,1.9175942746964318,High_Check
"Large Lemon, Organic Hass Avocado",Limes,0.005055064090991154,0.2956259426847662,2.54378710069162,High_Check
"Limes, Organic Hass Avocado",Large Lemon,0.005055064090991154,0.2529032258064516,1.8806706509768982,High_Check
"Organic Hass Avocado, Organic Strawberries",Limes,0.00569984267402574,0.17306186374314803,1.4891539376194136,High_Check
"Limes, Organic Hass Avocado",Organic Strawberries,0.00569984267402574,0.28516129032258064,1.5716501364147006,High_Check
"Limes, Organic Strawberries",Organic Hass Avocado,0.00569984267402574,0.25142207053469856,1.8877590900158534,High_Check
"Limes, Organic Avocado",Banana,0.010522786475124443,0.3675675675675676,1.4427715425488254,High_Check
"Banana, Organic Avocado",Limes,0.010522786475124443,0.2050251256281407,1.7641897904970927,High_Check
"Banana, Limes",Organic Avocado,0.010522786475124443,0.3162790697674419,2.0718175996102426,High_Check
"Limes, Organic Avocado",Large Lemon,0.009542723028911872,0.33333333333333337,2.4787750926991436,High_Check
"Large Lemon, Organic Avocado",Limes,0.009542723028911872,0.30988274706867674,2.666463327140214,High_Check
"Large Lemon, Limes",Organic Avocado,0.009542723028911872,0.28974158183241977,1.897981137419904,High_Check
"Large Lemon, Organic Strawberries",Limes,0.005390348954169138,0.2632241813602015,2.2649780701018845,High_Check
"Limes, Organic Strawberries",Large Lemon,0.005390348954169138,0.23777019340159272,1.7681364995703788,High_Check
"Banana, Organic Strawberries",Limes,0.0073504758465942795,0.15556768558951967,1.3386209217404452,High_Check
"Organic Avocado, Organic Strawberries",Limes,0.0056482603873829725,0.19160104986876642,1.6486789850336618,High_Check
"Limes, Organic Strawberries",Organic Avocado,0.0056482603873829725,0.2491467576791809,1.6320606919234468,High_Check
"Limes, Strawberries",Banana,0.0056482603873829725,0.40630797773654914,1.5948349079549726,High_Check
"Large Lemon, Organic Baby Spinach",Limes,0.008949526732520053,0.29135180520570947,2.507009219538609,High_Check
"Limes, Organic Baby Spinach",Large Lemon,0.008949526732520053,0.3252108716026242,2.418373825210692,High_Check
"Large Lemon, Limes",Organic Baby Spinach,0.008949526732520053,0.2717306186374315,1.4227969313206117,High_Check
"Banana, Organic Baby Spinach",Limes,0.00848528615273515,0.16649797570850203,1.4326733271517418,High_Check
"Banana, Limes",Organic Baby Spinach,0.00848528615273515,0.2550387596899225,1.3353974111353633,High_Check
"Organic Avocado, Organic Baby Spinach",Limes,0.008098419002914399,0.20205920205920203,1.7386687619710253,High_Check
"Limes, Organic Baby Spinach",Organic Avocado,0.008098419002914399,0.2942830365510778,1.9277303896257714,High_Check
"Limes, Organic Avocado",Organic Baby Spinach,0.008098419002914399,0.2828828828828829,1.481190819448753,High_Check
Organic Baby Arugula,Large Lemon,0.012663451370799267,0.2139433551198257,1.5909523797585352,High_Check
Organic Baby Arugula,Organic Hass Avocado,0.010264875041910608,0.17342047930283225,1.3020976460125318,High_Check
Organic Baby Arugula,Limes,0.009697469888840172,0.16383442265795206,1.409754121108916,High_Check
Organic Baby Arugula,Organic Baby Spinach,0.015629432852758363,0.26405228758169935,1.382592754409889,High_Check
Organic Baby Arugula,Organic Avocado,0.011838134784514998,0.2,1.310119952694712,High_Check
Organic Baby Arugula,Organic Garlic,0.009878007892089856,0.16688453159041394,1.7167986052945396,High_Check
Michigan Organic Kale,Large Lemon,0.012199210791014365,0.21335137573297247,1.586550228479966,High_Check
Michigan Organic Kale,Organic Hass Avocado,0.010264875041910608,0.17952187640956246,1.3479089299047182,High_Check
Michigan Organic Kale,Limes,0.009310602739019421,0.16283265674334688,1.4011341766333307,High_Check
Michigan Organic Kale,Organic Avocado,0.01147705877801563,0.20072169598556608,1.314847494247061,High_Check
Michigan Organic Kale,Organic Baby Spinach,0.014984654269723776,0.2620658547586829,1.3721916794812168,High_Check
Michigan Organic Kale,Organic Garlic,0.009465349598947721,0.16553901668921966,1.7029568304831824,High_Check
Organic Red Bell Pepper,Organic Hass Avocado,0.009800634462125707,0.20105820105820107,1.5096106951257997,High_Check
Organic Red Bell Pepper,Limes,0.008433703866092384,0.17301587301587304,1.4887581989446173,High_Check
Organic Red Bell Pepper,Organic Yellow Onion,0.0074794315632011965,0.15343915343915343,1.7115351830541703,High_Check
Organic Red Bell Pepper,Organic Strawberries,0.012792407087406185,0.26243386243386246,1.4463892179315065,High_Check
Organic Avocado,Banana,0.05132437520955304,0.3362054401081264,1.3196693186183828,High_Check
Banana,Organic Avocado,0.05132437520955304,0.20145778497671593,1.3196693186183828,High_Check
Organic Baby Spinach,Organic Avocado,0.04007943672142986,0.2098582039162728,1.3746971009369229,High_Check
Organic Avocado,Organic Baby Spinach,0.04007943672142986,0.262544348707552,1.3746971009369229,High_Check
"Organic Avocado, Organic Strawberries",Banana,0.010677533335052744,0.36220472440944884,1.4217213787737963,High_Check
"Banana, Organic Strawberries",Organic Avocado,0.010677533335052744,0.22598253275109173,1.4803211255884576,High_Check
"Organic Avocado, Organic Baby Spinach",Banana,0.014004590823511206,0.3494208494208494,1.371542275217108,High_Check
"Banana, Organic Baby Spinach",Organic Avocado,0.014004590823511206,0.2747975708502024,1.8000889026144447,High_Check
"Banana, Organic Avocado",Organic Baby Spinach,0.014004590823511206,0.2728643216080402,1.4287330643765757,High_Check
"Bag of Organic Bananas, Organic Avocado",Organic Strawberries,0.007066773270059062,0.26473429951690824,1.4590679452976665,High_Check
"Bag of Organic Bananas, Organic Avocado",Organic Baby Spinach,0.0073504758465942795,0.2753623188405797,1.4418127195686423,High_Check
Original Hummus,Organic Hass Avocado,0.010445413045160293,0.17810026385224276,1.3372349981299396,High_Check
Bag of Organic Bananas,Organic Raspberries,0.0327031697315142,0.1588176352705411,1.7024706033576693,High_Check
Organic Raspberries,Bag of Organic Bananas,0.0327031697315142,0.350566768039812,1.7024706033576693,High_Check
Organic Hass Avocado,Organic Raspberries,0.021019781806927502,0.15782339271882262,1.6918126640549929,High_Check
Organic Raspberries,Organic Hass Avocado,0.021019781806927502,0.22532485485208736,1.6918126640549929,High_Check
Organic Strawberries,Organic Raspberries,0.028705542516699767,0.1582089552238806,1.695945761928538,High_Check
Organic Raspberries,Organic Strawberries,0.028705542516699767,0.3077135747857341,1.6959457619285383,High_Check
